rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
5565,우주선,ujuseon,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5566,유해,yuhae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5567,으려는,euryeoneun,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5568,의뢰,uiroe,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5569,이닝,ining,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5570,이랬,iraet,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5571,이스트,iseuteu,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5572,잃어버린,ilheobeorin,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5574,자비,jabi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5575,재건,jaegeon,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5576,제작진,jejakjin,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5578,중고,junggo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5579,중국인,junggukin,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5580,즐길,jeulgil,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5581,지난주,jinanju,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5582,지능,jineung,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5583,첨부,cheombu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5584,최적,choejeok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5585,취해,chwihae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5587,카톡,katok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5589,태평양,taepyeongyang,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5590,테일,teil,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5591,투데이,tudei,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5593,파란,paran,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5594,편의,pyeonui,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5595,펼치,pyeolchi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5596,포지션,pojisyeon,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5597,프로듀서,peurodyuseo,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5598,피우,piu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5600,하드웨어,hadeuweeo,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5601,함부로,hamburo,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5605,후퇴,hutoe,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5606,흘러,heulreo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5612,간직,ganjik,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5613,갈리,galri,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5614,견디,gyeondi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5617,고위,gowi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5618,고쳐,gochyeo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5619,관통,gwantong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5620,귀족,gwijok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5621,그릴,geuril,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5622,나섰,naseot,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5623,납니다,napnida,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5624,니라,nira,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5625,도청,docheong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5626,돌아갔,dolagat,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5627,드라이버,deuraibeo,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5629,마카오,makao,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5631,모듈,modyul,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5633,물러나,mulreona,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5634,배우자,baeuja,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5635,보충,bochung,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5636,부른다,bureunda,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5637,브레이크,beureikeu,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5638,비례,birye,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5640,사회주의,sahoejuui,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5641,선두,seondu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5642,성명,seongmyeong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5643,성실,seongsil,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5644,세로,sero,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5645,소유자,soyuja,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5646,스카,seuka,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5647,습격,seupgyeok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5648,시리아,siria,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5649,신축,sinchuk,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5650,신한은행,sinhaneunhaeng,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5651,심의,simui,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5652,어머님,eomeonim,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5653,었었,eoteot,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5654,엔지니어,enjinieo,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5656,예루살렘,yerusalrem,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5657,오디션,odisyeon,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5658,오피,opi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5659,욕구,yokgu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5663,유인,yuin,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5664,음모,eummo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5665,의외,uioe,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5666,인재,injae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5667,일환,ilhwan,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5668,임의,imui,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5669,전망,jeonmang,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5670,전장,jeonjang,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5671,점검,jeomgeom,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5672,정의당,jeonguidang,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5673,정전,jeongjeon,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5674,제인,jein,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5675,조약,joyak,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5676,주주,juju,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5677,중위,jungwi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5678,증인,jeungin,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5679,청산,cheongsan,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5680,타이어,taieo,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5681,태아,taea,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5682,통보,tongbo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5683,티비,tibi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5684,편히,pyeonhi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5685,평택,pyeongtaek,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5686,폭스,pokseu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5687,폭염,pokyeom,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5688,폴더,poldeo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5689,프로토콜,peurotokol,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5690,하와이,hawai,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5691,학력,hakryeok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5693,현명,hyeonmyeong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5694,후속,husok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5695,히로,hiro,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5696,히틀러,hiteulreo,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5707,가르침,gareuchim,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5708,가속,gasok,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5709,개통,gaetong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5711,겁니까,geopnikka,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5713,결의,gyeolui,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5715,교대,gyodae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5716,군데,gunde,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5717,귀국,gwiguk,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5718,그나저나,geunajeona,5001-6000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
5719,그라,geura,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5720,기각,gigak,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5721,기둥,gidung,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5722,기아,gia,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5723,기종,gijong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5725,당당,dangdang,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5726,당첨,dangcheom,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5727,대외,daeoe,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5728,독도,dokdo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5729,동구,donggu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5730,동성,dongseong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5732,로비,robi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5733,리치,richi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5734,마땅,mattang,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5735,마인드,maindeu,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5736,만져,manjyeo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5737,말레이시아,malreisia,5001-6000,5,Supplementary frequency token,https://github.com/rspeer/wordfreq
5738,모순,mosun,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5739,무용,muyong,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5740,방치,bangchi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5741,변태,byeontae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5743,분배,bunbae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5744,비아,bia,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5745,사면,samyeon,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5746,상원,sangwon,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5747,생략,saengryak,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5748,서민,seomin,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5749,선교사,seongyosa,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5750,섭취,seopchwi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5751,세라,sera,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5752,센스,senseu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5753,수상자,susangja,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5754,수신,susin,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5755,수여,suyeo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5756,스러웠,seureowot,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5757,스퀘어,seukweeo,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5758,스터,seuteo,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5759,신임,sinim,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5760,알림,alrim,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5761,액체,aekche,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5762,야기,yagi,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5763,야드,yadeu,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5765,여학생,yeohaksaeng,5001-6000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
5766,연쇄,yeonswae,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5767,오타,ota,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
5768,온천,oncheon,5001-6000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
